,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,FISCAL_YEAR,START_DATE,STD_ITEM_CODE,STD_ITEM_NAME,AMOUNT
143,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004010999,经营溢利,160074000000.0
144,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004011200,利息收入,13808000000.0
145,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004011201,融资成本,12268000000.0
146,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004011202,应占联营公司溢利,5800000000.0
147,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004011997,溢利其他项目,-6090000000.0
148,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004011999,除税前溢利,161324000000.0
149,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004012001,税项,43276000000.0
150,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004012002,持续经营业务税后利润,118048000000.0
151,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004012999,除税后溢利,118048000000.0
152,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004025001,少数股东损益,2832000000.0
153,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004025002,股东应占溢利,115216000000.0
154,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004027002,每股基本盈利,12.186
155,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004027003,每股摊薄盈利,11.887
156,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004030997,其他全面收益其他项目,-10866000000.0
157,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004030999,其他全面收益,-10866000000.0
158,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004039999,全面收益总额,107182000000.0
159,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004040001,非控股权益应占全面收益总额,5052000000.0
160,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004040002,本公司拥有人应占全面收益总额,102130000000.0
161,00700.HK,00700,腾讯控股,10009066,2023-12-31 00:00:00,001,12-31,2023-01-01 00:00:00,004099999,非运算项目,-315906000000.0
162,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004001001,营业额,450368000000.0
163,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004001002,其他营业收入,3451000000.0
164,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004001999,营运收入,453819000000.0
165,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004005001,营运支出,238274000000.0
166,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004007999,毛利,215545000000.0
167,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004010002,其他收益,2718000000.0
168,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004010003,销售及分销费用,23240000000.0
169,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004010004,行政开支,76350000000.0
170,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004010999,经营溢利,118673000000.0
171,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004011200,利息收入,9891000000.0
172,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004011201,融资成本,8725000000.0
173,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004011202,应占联营公司溢利,3337000000.0
174,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004011997,溢利其他项目,640000000.0
175,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004011999,除税前溢利,123816000000.0
176,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004012001,税项,33618000000.0
177,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004012002,持续经营业务税后利润,90198000000.0
178,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004012999,除税后溢利,90198000000.0
179,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004025001,少数股东损益,2007000000.0
180,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004025002,股东应占溢利,88191000000.0
181,00700.HK,00700,腾讯控股,10009066,2023-09-30 00:00:00,004,12-31,2023-01-01 00:00:00,004027002,每股基本盈利,9.312
